,Name,Link
52,Peng Zhang,https://scholar.google.com//citations?hl=en&user=D3-1oy4AAAAJ
53,Ian Weaver,https://scholar.google.com//citations?hl=en&user=zwI9HkgAAAAJ
54,Shashi Gujar,https://scholar.google.com//citations?hl=en&user=0SOv0cUAAAAJ
55,HP Vasantha Rupasinghe,https://scholar.google.com//citations?hl=en&user=2NJ0dy8AAAAJ
56,RE Scheibling,https://scholar.google.com//citations?hl=en&user=DTbiiDIAAAAJ
57,Jafna Cox,https://scholar.google.com//citations?hl=en&user=htj50NQAAAAJ
58,Chongyin Yang,https://scholar.google.com//citations?hl=en&user=HjUgvWIAAAAJ
59,Balwantray C. Chauhan,https://scholar.google.com//citations?hl=en&user=-dzBTcsAAAAJ
60,Derek Tittensor,https://scholar.google.com//citations?hl=en&user=ZrrLPXUAAAAJ
61,Ian G Hill,https://scholar.google.com//citations?hl=en&user=DfCGrlwAAAAJ
62,Currie RW,https://scholar.google.com//citations?hl=en&user=0AmnpvQAAAAJ
63,Christopher D. Richardson,https://scholar.google.com//citations?hl=en&user=3YijtXYAAAAJ
64,Paul Amyotte,https://scholar.google.com//citations?hl=en&user=b-ntreraea4C
65,Marlon Lewis,https://scholar.google.com//citations?hl=en&user=LXYQk_8AAAAJ
66,Olga Theou,https://scholar.google.com//citations?hl=en&user=5Cvgo1oAAAAJ
67,John Sapp,https://scholar.google.com//citations?hl=en&user=nWncvuoAAAAJ
68,Russell Boyd,https://scholar.google.com//citations?hl=en&user=lKGZD-8AAAAJ
69,Jean S Marshall,https://scholar.google.com//citations?hl=en&user=IBShIKwAAAAJ
70,Christopher Sinal,https://scholar.google.com//citations?hl=en&user=LmvaoyoAAAAJ
71,Gordon A. Fenton,https://scholar.google.com//citations?hl=en&user=7hdEjcAAAAAJ
72,JW Zwanziger,https://scholar.google.com//citations?hl=en&user=_PpBToAAAAAJ
73,Susan Kirkland,https://scholar.google.com//citations?hl=en&user=xiqQTysAAAAJ
74,George S Robertson,https://scholar.google.com//citations?hl=en&user=sNWwv38AAAAJ
75,Mark Obrovac,https://scholar.google.com//citations?hl=en&user=Sn1eiVwAAAAJ
76,Shelly McNeil,https://scholar.google.com//citations?hl=en&user=I2iI5H4AAAAJ
77,Daniel Ruzzante,https://scholar.google.com//citations?hl=en&user=qVSQOa0AAAAJ
78,Michael Dunbar,https://scholar.google.com//citations?hl=en&user=fIXFgAIAAAAJ
79,G Allen Finley,https://scholar.google.com//citations?hl=en&user=yqFL2mwAAAAJ
80,Martin Gibling,https://scholar.google.com//citations?hl=en&user=OdYHeFsAAAAJ
81,Martin Gibling,https://scholar.google.com//citations?hl=en&user=1rA7j6oAAAAJ
82,Balakrishnan Prithiviraj,https://scholar.google.com//citations?hl=en&user=UKcrmOUAAAAJ
83,Joanne Langley,https://scholar.google.com//citations?hl=en&user=JQC_lUkAAAAJ
84,Sean P. Mackinnon,https://scholar.google.com//citations?hl=en&user=eMaAU4YAAAAJ
85,Tony R Walker,https://scholar.google.com//citations?hl=en&user=p2A7JcIAAAAJ
86,Adrian Levy PhD,https://scholar.google.com//citations?hl=en&user=q1HzTLkAAAAJ
87,Robert France,https://scholar.google.com//citations?hl=en&user=nUiNCtMAAAAJ
88,Simon B. Sherry,https://scholar.google.com//citations?hl=en&user=xJQ2e44AAAAJ
89,Bryce Kiberd,https://scholar.google.com//citations?hl=en&user=r7Wm4QUAAAAJ
90,Bernard Boudreau,https://scholar.google.com//citations?hl=en&user=vHNZhk0AAAAJ
91,M. Aaron MacNeil,https://scholar.google.com//citations?hl=en&user=rZOQRncAAAAJ
92,Peter Tyedmers,https://scholar.google.com//citations?hl=en&user=qMxjXG4AAAAJ
93,Thomas Issekutz,https://scholar.google.com//citations?hl=en&user=w78FLNMAAAAJ
94,Kevork M Peltekian,https://scholar.google.com//citations?hl=en&user=A6m9QqwAAAAJ
95,Karen Bedard,https://scholar.google.com//citations?hl=en&user=iA23bQ0AAAAJ
96,Graham Dellaire,https://scholar.google.com//citations?hl=en&user=TrkBp5AAAAAJ
97,Sonil Nanda,https://scholar.google.com//citations?hl=en&user=5-mCYOoAAAAJ
98,Rebecca Jamieson,https://scholar.google.com//citations?hl=en&user=j_NQMGEAAAAJ
99,Sidney Croul,https://scholar.google.com//citations?hl=en&user=ZfOnp44AAAAJ
100,Joan Sargeant,https://scholar.google.com//citations?hl=en&user=7fx55sMAAAAJ
101,Zoe Finkel,https://scholar.google.com//citations?hl=en&user=zfV-o4gAAAAJ
102,"Jean-Philippe Pignol, MD, PhD",https://scholar.google.com//citations?hl=en&user=DaNm8tAAAAAJ
103,Sara FL Kirk,https://scholar.google.com//citations?hl=en&user=_vkYB5UAAAAJ
104,Kazue Semba,https://scholar.google.com//citations?hl=en&user=IrD8TAEAAAAJ
105,Tomas Hajek,https://scholar.google.com//citations?hl=en&user=C_PImwYAAAAJ
106,Sultan Darvesh,https://scholar.google.com//citations?hl=en&user=DFkuP14AAAAJ
107,Mary Anne White,https://scholar.google.com//citations?hl=en&user=N4cfhhIAAAAJ
108,Susan Howlett,https://scholar.google.com//citations?hl=en&user=bNO7FhAAAAAJ
109,Darrell J White,https://scholar.google.com//citations?hl=en&user=7KmlfI0AAAAJ
110,Noreen Kamal,https://scholar.google.com//citations?hl=en&user=q7N2sUcAAAAJ
111,Linda Liebenberg,https://scholar.google.com//citations?hl=en&user=qLUj858AAAAJ
112,Joseph Bielawski,https://scholar.google.com//citations?hl=en&user=li4cyKEAAAAJ
113,harm hinrich rotermund,https://scholar.google.com//citations?hl=en&user=I2Vbd3YAAAAJ
114,Hugh MacIntyre,https://scholar.google.com//citations?hl=en&user=5TMcUKcAAAAJ
115,Hélène Deacon,https://scholar.google.com//citations?hl=en&user=fdAdU4sAAAAJ
116,Michael S. Freund,https://scholar.google.com//citations?hl=en&user=TqBiQxgAAAAJ
117,"Mark Asbridge, PhD",https://scholar.google.com//citations?hl=en&user=fngLkscAAAAJ
118,Marilyn MacKay-Lyons,https://scholar.google.com//citations?hl=en&user=MYtNRZYAAAAJ
119,Katja Fennel,https://scholar.google.com//citations?hl=en&user=HeoyndMAAAAJ
120,James Brenan,https://scholar.google.com//citations?hl=en&user=cI0EBMoAAAAJ
121,Sean Myles,https://scholar.google.com//citations?hl=en&user=lPomOcYAAAAJ
122,Marcelo T Nicolela,https://scholar.google.com//citations?hl=en&user=nG5u8bAAAAAJ
123,Shelley Adamo,https://scholar.google.com//citations?hl=en&user=zaiIL4oAAAAJ
124,Neale D. Ridgway,https://scholar.google.com//citations?hl=en&user=boVjEvYAAAAJ
125,Melissa K. Andrew,https://scholar.google.com//citations?hl=en&user=tmdnT5UAAAAJ
126,Luís Torgo,https://scholar.google.com//citations?hl=en&user=2vyIvbsAAAAJ
127,Ronald Lee Kirby,https://scholar.google.com//citations?hl=en&user=EYPIOKcAAAAJ
128,John Gosse,https://scholar.google.com//citations?hl=en&user=TPiGbpgAAAAJ
129,Donald E. Mitchell,https://scholar.google.com//citations?hl=en&user=gbPrasgAAAAJ
130,Lars Osberg,https://scholar.google.com//citations?hl=en&user=WLNOyj4AAAAJ
131,Richard B. Price,https://scholar.google.com//citations?hl=en&user=EBvKaOUAAAAJ
132,Christopher Taggart,https://scholar.google.com//citations?hl=en&user=MbbbqQ8AAAAJ
133,Kevin Gordon,https://scholar.google.com//citations?hl=en&user=1FvEx-oAAAAJ
134,Penny Corkum,https://scholar.google.com//citations?hl=en&user=1r6J9l0AAAAJ
135,Eric C Oliver,https://scholar.google.com//citations?hl=en&user=0kE8u3EAAAAJ
136,Suzanne M Budge,https://scholar.google.com//citations?hl=en&user=ShuuMLoAAAAJ
137,Martin Gardner,https://scholar.google.com//citations?hl=en&user=rZOCCdsAAAAJ
138,Djordje Grujic,https://scholar.google.com//citations?hl=en&user=bpo1SBEAAAAJ
139,Suresh Neethirajan,https://scholar.google.com//citations?hl=en&user=8VZwF0sAAAAJ
140,Mark O. Johnston,https://scholar.google.com//citations?hl=en&user=qZp-itAAAAAJ
141,Allan Abbass,https://scholar.google.com//citations?hl=en&user=7tjio58AAAAJ
142,Jon Grant,https://scholar.google.com//citations?hl=en&user=2Vrt4goAAAAJ
143,Gail Eskes,https://scholar.google.com//citations?hl=en&user=AIxUrpIAAAAJ
144,David L. Burton,https://scholar.google.com//citations?hl=en&user=qETxmngAAAAJ
145,Paul S. Hill,https://scholar.google.com//citations?hl=en&user=XpBgMCMAAAAJ
146,Zhenyu Cheng,https://scholar.google.com//citations?hl=en&user=SKSi7pYAAAAJ
147,Mark Stradiotto,https://scholar.google.com//citations?hl=en&user=eA2KYmIAAAAJ
148,Roger P. Croll,https://scholar.google.com//citations?hl=en&user=CwBII1QAAAAJ
149,James  R Barker,https://scholar.google.com//citations?hl=en&user=mUBG8YUAAAAJ
150,Nur Zincir-Heywood,https://scholar.google.com//citations?hl=en&user=F9nG0F4AAAAJ
151,David Stevens,https://scholar.google.com//citations?hl=en&user=7aVKUnEAAAAJ
152,Floris Goerlandt,https://scholar.google.com//citations?hl=en&user=Dg3ZclYAAAAJ
153,Cheryl Hubley-Kozey,https://scholar.google.com//citations?hl=en&user=h-XY1_YAAAAJ
154,Rita Orji,https://scholar.google.com//citations?hl=en&user=-1cHtBQAAAAJ
155,Marty L. Leonard,https://scholar.google.com//citations?hl=en&user=mha-WacAAAAJ
156,Geoffrey Maksym,https://scholar.google.com//citations?hl=en&user=TrFLmmMAAAAJ
157,Peter Duinker,https://scholar.google.com//citations?hl=en&user=8jl5QDAAAAAJ
158,Anna Metaxas,https://scholar.google.com//citations?hl=en&user=vZSi7vQAAAAJ
159,Brenda L. Beagan,https://scholar.google.com//citations?hl=en&user=_zYxMI8AAAAJ
160,Ingrid Sketris,https://scholar.google.com//citations?hl=en&user=Zdyhb2kAAAAJ
161,Graham Gagnon,https://scholar.google.com//citations?hl=en&user=SmBwcwUAAAAJ
162,Geoffrey Rowden,https://scholar.google.com//citations?hl=en&user=3EUx1DgAAAAJ
163,B Anthony Armson,https://scholar.google.com//citations?hl=en&user=7ehMM8EAAAAJ
164,steven f. morris,https://scholar.google.com//citations?hl=en&user=HMjeygwAAAAJ
165,Ruth Martin-Misener,https://scholar.google.com//citations?hl=en&user=ZRzr41oAAAAJ
166,Jeremy Brown,https://scholar.google.com//citations?hl=en&user=AIhqR10AAAAJ
167,Paul Atkinson,https://scholar.google.com//citations?hl=en&user=dC1dCxYAAAAJ
168,Robert Anderson,https://scholar.google.com//citations?hl=en&user=fmd5K10AAAAJ
169,Brent Johnston,https://scholar.google.com//citations?hl=en&user=LZ7WQacAAAAJ
170,David M Gardner,https://scholar.google.com//citations?hl=en&user=u2knLCYAAAAJ
171,Tessema Astatkie,https://scholar.google.com//citations?hl=en&user=w9czm5sAAAAJ
172,Tessema Astatkie,https://scholar.google.com//citations?hl=en&user=dOlwt6oAAAAJ
173,Joanna Mills Flemming,https://scholar.google.com//citations?hl=en&user=6jAiDh0AAAAJ
174,Farid Taheri,https://scholar.google.com//citations?hl=en&user=TOhnpLoAAAAJ
175,Orlando Hung,https://scholar.google.com//citations?hl=en&user=Tdw8AvkAAAAJ
176,Robert Bortolussi,https://scholar.google.com//citations?hl=en&user=FvqdWwoAAAAJ
177,Mo Abdolell,https://scholar.google.com//citations?hl=en&user=_inywG4AAAAJ
178,Andrew French,https://scholar.google.com//citations?hl=en&user=eZGI1BEAAAAJ
179,Xianping Dong,https://scholar.google.com//citations?hl=en&user=UdH12NMAAAAJ
180,Glenn T. Crossin,https://scholar.google.com//citations?hl=en&user=KxlPDDYAAAAJ
181,Laurent Kreplak,https://scholar.google.com//citations?hl=en&user=ovyshn0AAAAJ
182,James Bentley,https://scholar.google.com//citations?hl=en&user=kK6yG1kAAAAJ
183,Roy Duncan,https://scholar.google.com//citations?hl=en&user=2tMs6TMAAAAJ
184,Tarah Wright,https://scholar.google.com//citations?hl=en&user=iggQUvMAAAAJ
185,Philippe Mongeon,https://scholar.google.com//citations?hl=en&user=wvX4S8sAAAAJ
186,Janice E. Graham,https://scholar.google.com//citations?hl=en&user=wU4zcoIAAAAJ
187,Stanley T Asah,https://scholar.google.com//citations?hl=en&user=5fIj0v4AAAAJ
188,Vera Sazonova,https://scholar.google.com//citations?hl=en&user=x_LoztUAAAAJ
189,Jill Chorney or Jill MacLaren,https://scholar.google.com//citations?hl=en&user=e-C9jD4AAAAJ
190,Peter Selinger,https://scholar.google.com//citations?hl=en&user=6U3SVuMAAAAJ
191,John Chris Burns,https://scholar.google.com//citations?hl=en&user=sEs6LcYAAAAJ
192,Eileen Denovan-Wright,https://scholar.google.com//citations?hl=en&user=a138xWQAAAAJ
193,Sophia Stone,https://scholar.google.com//citations?hl=en&user=tLxyrVcAAAAJ
194,SF Corbin,https://scholar.google.com//citations?hl=en&user=1QJii58AAAAJ
195,Andrew J. Irwin,https://scholar.google.com//citations?hl=en&user=wFFLMuUAAAAJ
196,John LeBlanc,https://scholar.google.com//citations?hl=en&user=PT58wrEAAAAJ
197,Markus Kienast,https://scholar.google.com//citations?hl=en&user=0SFrT5kAAAAJ
198,Jian Wang,https://scholar.google.com//citations?hl=en&user=xEwhBSUAAAAJ
199,Christy Woolcott,https://scholar.google.com//citations?hl=en&user=ULQLRh0AAAAJ
200,Melanie Dobson,https://scholar.google.com//citations?hl=en&user=0SoFw_kAAAAJ
201,Mary R. Brooks,https://scholar.google.com//citations?hl=en&user=nu5451UAAAAJ
202,Petra Kienesberger,https://scholar.google.com//citations?hl=en&user=m5Nzs6gAAAAJ
203,Ian Alwayn,https://scholar.google.com//citations?hl=en&user=h7_m3goAAAAJ
204,Richard Nowakowski,https://scholar.google.com//citations?hl=en&user=tFSOPP8AAAAJ
205,Natalie O. Rosen,https://scholar.google.com//citations?hl=en&user=WZSUF9kAAAAJ
206,Su-Ling Brooks,https://scholar.google.com//citations?hl=en&user=-rGYBuEAAAAJ
207,Malcolm Heywood,https://scholar.google.com//citations?hl=en&user=_d-AGjUAAAAJ
208,Jill Grant,https://scholar.google.com//citations?hl=en&user=xsSNcewAAAAJ
209,Gregory D Fairn,https://scholar.google.com//citations?hl=en&user=gy9_LbUAAAAJ
210,Chris Field,https://scholar.google.com//citations?hl=en&user=WB4GH2MAAAAJ
211,Marsha Campbell-Yeo,https://scholar.google.com//citations?hl=en&user=DnXKzjwAAAAJ
212,Claudio H. Slamovits,https://scholar.google.com//citations?hl=en&user=XDBwp4EAAAAJ
213,Kevin Plucknett,https://scholar.google.com//citations?hl=en&user=MB2-bVcAAAAJ
214,David A. Westwood,https://scholar.google.com//citations?hl=en&user=t3PCwPwAAAAJ
215,Todd Hatchette,https://scholar.google.com//citations?hl=en&user=eeeo1ysAAAAJ
216,Tanya Packer,https://scholar.google.com//citations?hl=en&user=aBCIh14AAAAJ
217,Clarke DB,https://scholar.google.com//citations?hl=en&user=l5fSJtoAAAAJ
218,Lukas Swan,https://scholar.google.com//citations?hl=en&user=aM5j2hQAAAAJ
219,Desmond Leddin,https://scholar.google.com//citations?hl=en&user=L05kyJAAAAAJ
220,"Rob Jamieson, RC Jamieson",https://scholar.google.com//citations?hl=en&user=i7Bb67UAAAAJ
221,Sergey A. Ponomarenko,https://scholar.google.com//citations?hl=en&user=5amOiMcAAAAJ
222,Paola Marcato,https://scholar.google.com//citations?hl=en&user=99cOQJgAAAAJ
223,Peggy H. Cunningham,https://scholar.google.com//citations?hl=en&user=f0RJTmoAAAAJ
224,David Patriquin,https://scholar.google.com//citations?hl=en&user=ZD5U2TcAAAAJ
225,Penghao Xiao,https://scholar.google.com//citations?hl=en&user=6sM4hHcAAAAJ
226,Craig J. Brown,https://scholar.google.com//citations?hl=en&user=BxFsJOAAAAAJ
227,Tamara Romanuk,https://scholar.google.com//citations?hl=en&user=2iBXvnsAAAAJ
228,Lorn Sheehan,https://scholar.google.com//citations?hl=en&user=bBE6BloAAAAJ
229,Boris Kablar,https://scholar.google.com//citations?hl=en&user=2Zm9nj8AAAAJ
230,Ignacio Lopez,https://scholar.google.com//citations?hl=en&user=KcFPNJEAAAAJ
231,Paul E. Neumann,https://scholar.google.com//citations?hl=en&user=UiquSPAAAAAJ
232,"Zeeshan Sheikh. Dip.Dh, BDS, MSc, PhD, M.Perio, FRCDC, Diplomate-American Board of Periodontology",https://scholar.google.com//citations?hl=en&user=YGdOcJ0AAAAJ
233,Robert Milson,https://scholar.google.com//citations?hl=en&user=HRIY4N8AAAAJ
234,Daniel F. Lynch,https://scholar.google.com//citations?hl=en&user=xGdRLsoAAAAJ
235,Sandra Walde,https://scholar.google.com//citations?hl=en&user=mQmmDbcAAAAJ
236,Donald Langille,https://scholar.google.com//citations?hl=en&user=69I_NpUAAAAJ
237,Martin Willison,https://scholar.google.com//citations?hl=en&user=mTrt4eEAAAAJ
238,Kerry Goralski,https://scholar.google.com//citations?hl=en&user=-TYQExoAAAAJ
239,A. Chatt,https://scholar.google.com//citations?hl=en&user=njZUITkAAAAJ
240,Robert G. Latta,https://scholar.google.com//citations?hl=en&user=fPhOsyQAAAAJ
241,Ross Davidson,https://scholar.google.com//citations?hl=en&user=rZVCepUAAAAJ
242,Jing Chen,https://scholar.google.com//citations?hl=en&user=BEALBEUAAAAJ
243,Carolyn Watters,https://scholar.google.com//citations?hl=en&user=P02fwREAAAAJ
244,John Barresi,https://scholar.google.com//citations?hl=en&user=F1a6YGEAAAAJ
245,Thomas Trappenberg,https://scholar.google.com//citations?hl=en&user=EwkaTYEAAAAJ
246,Daniel Labrie,https://scholar.google.com//citations?hl=en&user=1ycy3pcAAAAJ
247,Shannon A. Johnson,https://scholar.google.com//citations?hl=en&user=2cHWzw8AAAAJ
248,Syed Sibte Raza Abidi,https://scholar.google.com//citations?hl=en&user=fzr2PUYAAAAJ
249,"L Joshua Leon PHD, P.Eng.",https://scholar.google.com//citations?hl=en&user=7IrmM-kAAAAJ
250,Peter Wentzell,https://scholar.google.com//citations?hl=en&user=re6OX9IAAAAJ
251,Janie Astephen Wilson,https://scholar.google.com//citations?hl=en&user=6W9Eje4AAAAJ
252,Patricia Cleave,https://scholar.google.com//citations?hl=en&user=EL_0qiEAAAAJ
253,Sheri Price,https://scholar.google.com//citations?hl=en&user=RHWNSxMAAAAJ
254,Sean P Barrett,https://scholar.google.com//citations?hl=en&user=2mNCvnQAAAAJ
255,Wilf Swartz,https://scholar.google.com//citations?hl=en&user=mkrSJtYAAAAJ
256,Susan Hutchinson,https://scholar.google.com//citations?hl=en&user=_io7nDsAAAAJ
257,Mae Seto,https://scholar.google.com//citations?hl=en&user=DBkN0WEAAAAJ
258,Petibon Remi,https://scholar.google.com//citations?hl=en&user=6WPPlu4AAAAJ
259,Andrew Makrigiannis,https://scholar.google.com//citations?hl=en&user=eehQKN8AAAAJ
260,"Daniel Rainham, PhD",https://scholar.google.com//citations?hl=en&user=RJEiLmgAAAAJ
261,Tamara Franklin,https://scholar.google.com//citations?hl=en&user=cPC1EnsAAAAJ
262,Michael Metzger,https://scholar.google.com//citations?hl=en&user=XB2F3GgAAAAJ
263,Debora C. Matthews,https://scholar.google.com//citations?hl=en&user=ZZPHISoAAAAJ
264,Younes Anini,https://scholar.google.com//citations?hl=en&user=90wpQNUAAAAJ
265,G. Christopher Cutler,https://scholar.google.com//citations?hl=en&user=N9xMSKUAAAAJ
266,Stadnyk AW,https://scholar.google.com//citations?hl=en&user=kcJoQOIAAAAJ
267,Paul Ralph,https://scholar.google.com//citations?hl=en&user=oRBuFa0AAAAJ
268,Barret Kurylyk,https://scholar.google.com//citations?hl=en&user=Q9lfg-cAAAAJ
269,Elizabeth Kay-Raining Bird,https://scholar.google.com//citations?hl=en&user=9WsdX8gAAAAJ
270,Jun Wang,https://scholar.google.com//citations?hl=en&user=HDOd8u0AAAAJ
271,Janet Curran,https://scholar.google.com//citations?hl=en&user=9KyA_twAAAAJ
272,Emenike Chijioke U,https://scholar.google.com//citations?hl=en&user=5KSQZjsAAAAJ
273,Bruce Grindley,https://scholar.google.com//citations?hl=en&user=dGWN59IAAAAJ
274,Hassan Sajjad,https://scholar.google.com//citations?hl=en&user=t3BH6NkAAAAJ
275,George Kephart,https://scholar.google.com//citations?hl=en&user=uDsF6DkAAAAJ
276,Najah Attig,https://scholar.google.com//citations?hl=en&user=J53887sAAAAJ
277,Vilis O. Nams,https://scholar.google.com//citations?hl=en&user=S_y5arYAAAAJ
278,Edward Susko,https://scholar.google.com//citations?hl=en&user=BZ6bxeYAAAAJ
279,Ya-Jun Pan,https://scholar.google.com//citations?hl=en&user=Ptjotv8AAAAJ
280,Karen Beazley,https://scholar.google.com//citations?hl=en&user=g4YHUAgAAAAJ
281,Jinyu Sheng,https://scholar.google.com//citations?hl=en&user=9aSVhz8AAAAJ
282,Robert Wingate Lee,https://scholar.google.com//citations?hl=en&user=ugiWv98AAAAJ
283,Nicholas Culshaw,https://scholar.google.com//citations?hl=en&user=HW_35vgAAAAJ
284,Muhammad Usman Asad,https://scholar.google.com//citations?hl=en&user=DdZ-rbMAAAAJ
285,Dominic Groulx,https://scholar.google.com//citations?hl=en&user=L25rgcEAAAAJ
286,Dmitry Garagash,https://scholar.google.com//citations?hl=en&user=NjVx-10AAAAJ
287,Philip Rosson,https://scholar.google.com//citations?hl=en&user=XdO8_wQAAAAJ
288,Kate Sherren,https://scholar.google.com//citations?hl=en&user=8-K6x5oAAAAJ
289,Jamie M. Kramer,https://scholar.google.com//citations?hl=en&user=8z7n8dcAAAAJ
290,Ted Monchesky,https://scholar.google.com//citations?hl=en&user=D93VJ_cAAAAJ
291,Roger McLeod,https://scholar.google.com//citations?hl=en&user=mg-pIRgAAAAJ
292,Dayna Lee-Baggley,https://scholar.google.com//citations?hl=en&user=Tumao4YAAAAJ
293,Ian Folkins,https://scholar.google.com//citations?hl=en&user=GrRZOTAAAAAJ
294,Richard David Evans,https://scholar.google.com//citations?hl=en&user=NqlOPkMAAAAJ
295,Emmanuel Yiridoe,https://scholar.google.com//citations?hl=en&user=Rm4bmXkAAAAJ
296,"Vincent IO Agyapong MD, PhD FRCPC FRCPsych",https://scholar.google.com//citations?hl=en&user=lPGgNKwAAAAJ
297,Bruce Curtis,https://scholar.google.com//citations?hl=en&user=IV5gW3IAAAAJ
298,Robert J Lennox,https://scholar.google.com//citations?hl=en&user=KzzUTwMAAAAJ
299,Carman Giacomantonio,https://scholar.google.com//citations?hl=en&user=87bDafwAAAAJ
300,Andrew Rutenberg,https://scholar.google.com//citations?hl=en&user=cPpltIsAAAAJ
301,Dan E. Kelley,https://scholar.google.com//citations?hl=en&user=6ujnSaEAAAAJ
302,Travis Gagie,https://scholar.google.com//citations?hl=en&user=aFCoq2YAAAAJ
303,Javeria Ali Hashmi,https://scholar.google.com//citations?hl=en&user=cBg-qWcAAAAJ
304,Sarah A Moore (Braid),https://scholar.google.com//citations?hl=en&user=Nu22DKsAAAAJ
305,Daniel Boyd,https://scholar.google.com//citations?hl=en&user=9rVzAmMAAAAJ
306,David R. Black,https://scholar.google.com//citations?hl=en&user=JcoZcjgAAAAJ
307,J. Adam Law,https://scholar.google.com//citations?hl=en&user=sNKc8ygAAAAJ
